program,tool_id,item,vendor,lead_time_days_planned,lead_time_days_actual,expedite_spend_usd,expedite_reason,need_by_date,promise_date,received_date
Helios-NewBay,T-HE-07,Pressure Transducer,VendorF,34,73,2349.29,Missing parts,2026-01-20,2026-01-02,2026-01-05
Atlas-Sustaining,T-AT-01,Harness,VendorD,139,153,0.0,,2025-10-28,2025-09-23,2025-10-05
Nova-Upgrade,T-NO-05,Vac Pump,VendorA,45,93,0.0,,2026-01-21,2026-01-08,2025-12-30
Phoenix-ETD,T-PH-05,RF Gen,VendorC,94,148,0.0,,2025-09-18,2025-08-10,2025-08-24
Phoenix-ETD,T-PH-08,Chiller,VendorE,113,141,0.0,,2025-12-09,2025-11-16,2025-11-15
Atlas-Sustaining,T-AT-09,Pressure Transducer,VendorD,175,166,0.0,,2026-06-04,2026-05-10,
Nova-Upgrade,T-NO-03,Valve Manifold,VendorE,150,164,6719.22,Late ECO,2026-03-10,2026-02-14,2026-03-07
Orion-Ramp,T-OR-01,Pressure Transducer,VendorB,167,145,0.0,,2026-03-01,2026-03-19,2026-04-05
Helios-NewBay,T-HE-08,RF Gen,VendorE,98,134,4708.12,Missing parts,2025-08-08,2025-07-18,2025-08-14
Nova-Upgrade,T-NO-02,Valve Manifold,VendorC,78,130,3597.6,Priority build,2025-10-01,2025-10-15,
Helios-NewBay,T-HE-02,Chiller,VendorF,22,51,0.0,,2025-10-18,2025-09-27,2025-10-24
Phoenix-ETD,T-PH-03,Gas Box,VendorD,82,101,0.0,,2026-04-22,2026-04-05,
Helios-NewBay,T-HE-03,Pressure Transducer,VendorB,87,67,6386.56,Air freight,2025-09-22,2025-10-11,2025-10-31
Orion-Ramp,T-OR-01,Harness,VendorA,45,25,0.0,,2025-08-15,2025-08-28,2025-09-02
Orion-Ramp,T-OR-10,Vac Pump,VendorA,141,105,0.0,,2025-11-03,2025-10-05,2025-10-11
Orion-Ramp,T-OR-06,Sensors Kit,VendorD,59,70,1937.05,Missing parts,2025-09-27,2025-09-08,
Helios-NewBay,T-HE-05,RF Gen,VendorD,113,123,4394.38,Air freight,2026-04-01,2026-03-07,2026-02-26
Phoenix-ETD,T-PH-03,Control Cabinet,VendorF,165,225,0.0,,2026-06-11,2026-06-05,2026-06-16
Orion-Ramp,T-OR-02,Vac Pump,VendorF,137,129,0.0,,2025-07-05,2025-07-20,2025-07-19
Atlas-Sustaining,T-AT-05,Valve Manifold,VendorA,42,79,0.0,,2026-06-28,2026-07-11,2026-08-09
Phoenix-ETD,T-PH-10,Sensors Kit,VendorE,158,144,0.0,,2025-11-26,2025-11-14,2025-12-07
Nova-Upgrade,T-NO-04,MFC,VendorA,26,16,9500.73,Rework,2026-02-05,2026-02-18,2026-03-10
Nova-Upgrade,T-NO-01,Valve Manifold,VendorF,71,89,0.0,,2026-03-15,2026-03-08,2026-04-06
Orion-Ramp,T-OR-05,Tool Frame,VendorA,26,38,0.0,,2026-01-10,2025-12-27,
Phoenix-ETD,T-PH-06,Harness,VendorD,128,145,0.0,,2025-10-20,2025-11-03,2025-11-20
Phoenix-ETD,T-PH-03,Valve Manifold,VendorF,146,165,0.0,,2026-03-07,2026-02-24,2026-02-22
Atlas-Sustaining,T-AT-01,Sensors Kit,VendorF,143,140,0.0,,2026-01-03,2026-01-01,2026-01-06
Nova-Upgrade,T-NO-04,Vac Pump,VendorD,34,19,0.0,,2025-12-17,2025-12-07,2026-01-02
Orion-Ramp,T-OR-08,Chiller,VendorB,55,60,1447.21,Supplier expedite,2026-06-11,2026-06-18,
Orion-Ramp,T-OR-01,Harness,VendorD,60,93,6258.24,Capacity constraint,2025-07-13,2025-07-17,
Phoenix-ETD,T-PH-09,Pressure Transducer,VendorE,167,189,0.0,,2025-12-19,2026-01-04,2026-01-09
Nova-Upgrade,T-NO-06,Control Cabinet,VendorE,46,56,3854.15,Supplier expedite,2025-09-30,2025-08-30,
Orion-Ramp,T-OR-10,Pressure Transducer,VendorC,91,139,0.0,,2026-01-06,2025-12-22,
Orion-Ramp,T-OR-08,Vac Pump,VendorE,179,224,2273.79,Late ECO,2026-01-15,2025-12-21,2025-12-16
Phoenix-ETD,T-PH-07,Harness,VendorE,61,65,0.0,,2026-02-20,2026-01-14,2026-01-14
Nova-Upgrade,T-NO-05,Gas Box,VendorB,177,223,8611.85,Capacity constraint,2026-03-11,2026-02-21,
Nova-Upgrade,T-NO-01,Tool Frame,VendorA,176,160,0.0,,2025-09-18,2025-08-12,2025-08-08
Nova-Upgrade,T-NO-09,Valve Manifold,VendorF,21,49,0.0,,2025-12-07,2025-10-29,2025-11-04
Atlas-Sustaining,T-AT-01,Harness,VendorF,89,125,9326.18,Priority build,2026-03-12,2026-03-09,2026-03-16
Helios-NewBay,T-HE-02,Gas Box,VendorB,49,51,0.0,,2026-01-10,2026-01-17,2026-01-18
Atlas-Sustaining,T-AT-06,Sensors Kit,VendorB,75,72,0.0,,2025-09-26,2025-09-23,2025-10-19
Orion-Ramp,T-OR-04,Pressure Transducer,VendorF,113,140,409.83,Priority build,2026-02-03,2026-01-13,2026-01-28
Helios-NewBay,T-HE-06,Gas Box,VendorD,100,99,0.0,,2026-04-09,2026-03-11,
Nova-Upgrade,T-NO-03,Valve Manifold,VendorF,56,79,0.0,,2026-06-13,2026-06-26,
Phoenix-ETD,T-PH-06,Gas Box,VendorA,131,172,0.0,,2025-11-25,2025-10-25,2025-11-04
Atlas-Sustaining,T-AT-09,Gas Box,VendorA,124,132,3296.6,Rework,2026-06-09,2026-05-01,2026-05-24
Atlas-Sustaining,T-AT-05,Pressure Transducer,VendorD,58,45,0.0,,2025-12-30,2025-12-08,2025-11-30
Atlas-Sustaining,T-AT-10,Harness,VendorF,66,116,0.0,,2026-02-06,2026-02-07,2026-02-13
Helios-NewBay,T-HE-02,Valve Manifold,VendorB,143,112,0.0,,2025-10-31,2025-10-05,
Atlas-Sustaining,T-AT-02,Gas Box,VendorE,115,104,7800.16,Capacity constraint,2026-02-07,2026-02-25,2026-03-06
Orion-Ramp,T-OR-04,Tool Frame,VendorD,103,96,6265.29,Missing parts,2026-03-07,2026-03-23,
Atlas-Sustaining,T-AT-10,Harness,VendorB,127,110,0.0,,2025-09-12,2025-08-08,
Helios-NewBay,T-HE-01,Sensors Kit,VendorA,166,150,0.0,,2025-10-31,2025-10-10,2025-10-01
Orion-Ramp,T-OR-09,MFC,VendorF,66,18,2829.49,Late ECO,2026-03-17,2026-03-27,
Atlas-Sustaining,T-AT-09,Gas Box,VendorD,113,106,0.0,,2025-11-23,2025-12-05,2025-12-30
Atlas-Sustaining,T-AT-03,Sensors Kit,VendorB,52,67,0.0,,2026-03-24,2026-02-17,2026-02-11
Helios-NewBay,T-HE-05,Gas Box,VendorD,148,178,0.0,,2026-05-01,2026-04-19,
Orion-Ramp,T-OR-02,Vac Pump,VendorF,91,112,0.0,,2026-03-08,2026-02-02,
Orion-Ramp,T-OR-10,Harness,VendorD,56,46,0.0,,2025-08-29,2025-08-23,
Phoenix-ETD,T-PH-02,Sensors Kit,VendorA,107,104,0.0,,2026-06-18,2026-06-01,
Nova-Upgrade,T-NO-03,Vac Pump,VendorF,158,168,2238.6,Rework,2026-04-27,2026-05-12,
Phoenix-ETD,T-PH-10,Valve Manifold,VendorB,72,64,0.0,,2025-08-11,2025-08-24,2025-09-18
Atlas-Sustaining,T-AT-07,Control Cabinet,VendorC,172,194,0.0,,2026-04-02,2026-04-17,2026-04-28
Nova-Upgrade,T-NO-04,MFC,VendorE,86,133,0.0,,2026-04-29,2026-05-04,2026-05-06
Phoenix-ETD,T-PH-07,Sensors Kit,VendorC,173,145,0.0,,2025-10-30,2025-10-26,2025-11-10
Atlas-Sustaining,T-AT-09,Valve Manifold,VendorE,144,190,6074.84,Priority build,2025-08-26,2025-08-15,2025-08-10
Atlas-Sustaining,T-AT-02,Sensors Kit,VendorD,172,168,0.0,,2025-10-15,2025-11-04,2025-11-28
Atlas-Sustaining,T-AT-09,Pressure Transducer,VendorF,130,184,9389.31,Late ECO,2026-02-22,2026-01-18,2026-02-14
Helios-NewBay,T-HE-06,Sensors Kit,VendorC,110,105,14049.19,Late ECO,2025-12-11,2025-12-22,2026-01-19
Atlas-Sustaining,T-AT-07,Vac Pump,VendorA,54,37,0.0,,2026-02-08,2026-01-25,2026-02-07
Nova-Upgrade,T-NO-02,Harness,VendorB,102,114,5993.95,Capacity constraint,2026-02-04,2026-02-04,
Orion-Ramp,T-OR-03,Sensors Kit,VendorD,147,175,0.0,,2026-05-13,2026-04-21,2026-04-15
Nova-Upgrade,T-NO-02,Pressure Transducer,VendorA,67,49,8191.75,Priority build,2025-10-09,2025-10-24,2025-11-02
Orion-Ramp,T-OR-09,RF Gen,VendorA,108,106,3978.8,Priority build,2025-08-09,2025-07-31,2025-07-24
Phoenix-ETD,T-PH-09,Harness,VendorB,30,138,0.0,,2025-11-16,2025-11-21,
Phoenix-ETD,T-PH-08,Harness,VendorF,139,187,0.0,,2025-08-26,2025-09-05,2025-09-25
Nova-Upgrade,T-NO-02,RF Gen,VendorA,143,145,0.0,,2026-05-17,2026-04-17,2026-04-25
Orion-Ramp,T-OR-02,Sensors Kit,VendorD,127,111,0.0,,2026-03-10,2026-03-08,
Phoenix-ETD,T-PH-06,Chiller,VendorE,112,138,0.0,,2025-12-27,2025-11-30,2025-12-29
Helios-NewBay,T-HE-02,Harness,VendorC,71,53,0.0,,2026-04-05,2026-03-16,
Helios-NewBay,T-HE-04,Tool Frame,VendorE,163,166,0.0,,2026-04-10,2026-03-02,2026-02-28
Nova-Upgrade,T-NO-02,Gas Box,VendorD,151,144,6726.21,Capacity constraint,2025-09-07,2025-08-06,2025-07-30
Orion-Ramp,T-OR-07,MFC,VendorE,141,93,0.0,,2025-11-20,2025-11-11,2025-11-29
Helios-NewBay,T-HE-01,Harness,VendorD,22,10,0.0,,2025-09-29,2025-09-29,
Phoenix-ETD,T-PH-09,Sensors Kit,VendorB,105,133,3503.55,Rework,2026-02-06,2026-02-02,
Atlas-Sustaining,T-AT-05,Vac Pump,VendorA,170,152,0.0,,2025-10-13,2025-09-05,2025-09-05
Orion-Ramp,T-OR-06,Tool Frame,VendorB,106,90,0.0,,2026-04-04,2026-03-05,2026-03-06
Orion-Ramp,T-OR-03,RF Gen,VendorF,80,100,0.0,,2026-03-16,2026-03-02,2026-03-05
Orion-Ramp,T-OR-06,RF Gen,VendorB,20,16,0.0,,2026-01-30,2026-01-11,2026-01-23
Atlas-Sustaining,T-AT-04,Harness,VendorD,176,171,0.0,,2025-12-02,2025-11-10,2025-11-27
Helios-NewBay,T-HE-02,Pressure Transducer,VendorC,163,177,1953.98,Air freight,2025-10-31,2025-10-12,2025-10-24
Orion-Ramp,T-OR-03,Pressure Transducer,VendorF,84,98,0.0,,2025-08-27,2025-09-12,2025-09-15
Orion-Ramp,T-OR-05,RF Gen,VendorD,103,115,5689.15,Missing parts,2025-08-20,2025-07-21,
Orion-Ramp,T-OR-03,Harness,VendorA,105,141,0.0,,2026-03-08,2026-03-26,2026-04-13
Phoenix-ETD,T-PH-03,Sensors Kit,VendorA,54,53,0.0,,2025-12-24,2025-11-26,2025-12-19
Nova-Upgrade,T-NO-03,Chiller,VendorA,32,8,0.0,,2026-04-11,2026-03-13,2026-03-16
Phoenix-ETD,T-PH-10,RF Gen,VendorE,55,67,0.0,,2026-02-13,2026-02-07,2026-02-06
Orion-Ramp,T-OR-02,Control Cabinet,VendorF,46,23,0.0,,2026-01-14,2026-01-12,
Helios-NewBay,T-HE-04,MFC,VendorE,95,144,0.0,,2025-08-14,2025-08-04,2025-07-29
Nova-Upgrade,T-NO-05,Sensors Kit,VendorB,174,247,0.0,,2025-11-20,2025-11-30,
Orion-Ramp,T-OR-04,Harness,VendorE,94,107,5224.74,Missing parts,2026-03-06,2026-03-24,2026-04-01
Phoenix-ETD,T-PH-06,Harness,VendorD,100,108,3301.2,Capacity constraint,2025-09-14,2025-09-29,2025-10-17
Nova-Upgrade,T-NO-06,Harness,VendorB,148,141,0.0,,2025-10-10,2025-10-27,2025-11-08
Phoenix-ETD,T-PH-02,Chiller,VendorD,121,99,6125.75,Supplier expedite,2026-06-25,2026-07-11,
Orion-Ramp,T-OR-03,RF Gen,VendorE,141,160,0.0,,2025-08-27,2025-08-27,
Phoenix-ETD,T-PH-08,Chiller,VendorF,84,120,2157.42,Capacity constraint,2025-08-18,2025-08-31,2025-08-21
Atlas-Sustaining,T-AT-08,Gas Box,VendorB,82,116,10803.81,Capacity constraint,2026-03-20,2026-03-24,2026-03-16
Phoenix-ETD,T-PH-07,MFC,VendorC,83,71,0.0,,2025-11-03,2025-11-02,2025-11-22
Phoenix-ETD,T-PH-07,RF Gen,VendorB,79,73,3832.28,Late ECO,2025-09-23,2025-09-04,2025-09-26
Atlas-Sustaining,T-AT-02,Harness,VendorC,51,66,0.0,,2026-03-14,2026-03-13,2026-04-11
Atlas-Sustaining,T-AT-04,Valve Manifold,VendorA,74,95,0.0,,2025-12-04,2025-12-13,2025-12-11
Phoenix-ETD,T-PH-07,Tool Frame,VendorE,151,173,0.0,,2026-05-05,2026-04-23,2026-05-08
Orion-Ramp,T-OR-10,Valve Manifold,VendorF,73,65,5200.52,Capacity constraint,2026-05-11,2026-05-04,2026-05-31
Nova-Upgrade,T-NO-10,Sensors Kit,VendorD,24,50,938.26,Capacity constraint,2026-05-26,2026-04-17,
Nova-Upgrade,T-NO-02,RF Gen,VendorC,75,120,0.0,,2026-03-16,2026-04-04,2026-04-02
Phoenix-ETD,T-PH-02,Chiller,VendorB,154,168,0.0,,2026-02-12,2026-02-04,
Orion-Ramp,T-OR-02,Vac Pump,VendorA,161,151,5360.63,Capacity constraint,2026-03-19,2026-03-18,
Nova-Upgrade,T-NO-03,Gas Box,VendorF,162,147,0.0,,2026-01-01,2025-12-22,
Nova-Upgrade,T-NO-08,Control Cabinet,VendorB,134,122,7030.28,Late ECO,2025-07-08,2025-06-28,2025-07-22
Phoenix-ETD,T-PH-06,Tool Frame,VendorE,139,138,0.0,,2025-11-16,2025-11-25,2025-11-25
Helios-NewBay,T-HE-09,Tool Frame,VendorB,164,118,2321.44,Rework,2026-03-07,2026-02-25,2026-03-04
Helios-NewBay,T-HE-02,Gas Box,VendorD,121,172,0.0,,2026-01-13,2025-12-13,
Atlas-Sustaining,T-AT-03,Sensors Kit,VendorC,32,58,0.0,,2025-11-25,2025-11-17,2025-12-09
Phoenix-ETD,T-PH-02,Gas Box,VendorD,149,138,6569.6,Priority build,2025-10-21,2025-10-13,2025-10-20
Helios-NewBay,T-HE-04,Sensors Kit,VendorA,166,160,0.0,,2025-08-11,2025-08-13,2025-08-11
Phoenix-ETD,T-PH-09,Vac Pump,VendorD,173,180,0.0,,2026-02-20,2026-03-11,2026-03-13
Atlas-Sustaining,T-AT-08,Vac Pump,VendorB,80,77,0.0,,2025-10-03,2025-09-06,2025-09-17
Phoenix-ETD,T-PH-10,Pressure Transducer,VendorA,54,45,9695.88,Late ECO,2026-06-02,2026-05-21,
Atlas-Sustaining,T-AT-04,Sensors Kit,VendorE,40,26,1860.99,Supplier expedite,2025-12-13,2025-12-06,
Helios-NewBay,T-HE-02,Harness,VendorD,55,50,0.0,,2026-02-16,2026-02-05,
Phoenix-ETD,T-PH-01,Valve Manifold,VendorD,81,43,0.0,,2025-11-12,2025-10-12,2025-10-18
Atlas-Sustaining,T-AT-05,RF Gen,VendorA,82,100,0.0,,2025-08-17,2025-08-08,2025-08-15
Phoenix-ETD,T-PH-07,Gas Box,VendorD,99,144,4937.28,Capacity constraint,2025-10-06,2025-09-14,
Atlas-Sustaining,T-AT-07,Valve Manifold,VendorA,168,115,2573.45,Late ECO,2025-10-15,2025-09-17,
Phoenix-ETD,T-PH-09,Chiller,VendorD,160,190,0.0,,2026-05-30,2026-05-07,2026-05-14
Orion-Ramp,T-OR-02,RF Gen,VendorB,64,85,0.0,,2025-11-26,2025-11-16,2025-11-26
Nova-Upgrade,T-NO-06,RF Gen,VendorB,114,140,0.0,,2026-02-27,2026-02-17,2026-03-12
Nova-Upgrade,T-NO-07,Sensors Kit,VendorC,58,31,0.0,,2026-05-12,2026-04-14,2026-04-19
Phoenix-ETD,T-PH-06,Control Cabinet,VendorB,98,111,1933.3,Missing parts,2026-06-25,2026-07-07,2026-07-20
Atlas-Sustaining,T-AT-02,Gas Box,VendorC,179,159,0.0,,2026-06-01,2026-05-01,2026-05-04
Phoenix-ETD,T-PH-07,RF Gen,VendorE,84,141,0.0,,2026-02-13,2026-02-12,2026-02-16
Helios-NewBay,T-HE-03,RF Gen,VendorB,59,41,0.0,,2025-08-09,2025-07-22,
Orion-Ramp,T-OR-04,Tool Frame,VendorB,27,46,0.0,,2026-01-05,2026-01-13,
Phoenix-ETD,T-PH-06,Vac Pump,VendorC,156,213,0.0,,2025-10-07,2025-10-01,2025-10-10
Nova-Upgrade,T-NO-01,Control Cabinet,VendorB,129,130,0.0,,2025-07-14,2025-07-14,2025-08-02
Phoenix-ETD,T-PH-04,MFC,VendorD,44,35,0.0,,2026-04-19,2026-04-29,
Phoenix-ETD,T-PH-03,Chiller,VendorA,109,144,0.0,,2025-09-04,2025-09-23,
Helios-NewBay,T-HE-01,Vac Pump,VendorF,21,8,0.0,,2026-05-09,2026-04-18,
Atlas-Sustaining,T-AT-09,Sensors Kit,VendorD,25,59,2049.67,Capacity constraint,2025-08-16,2025-09-02,2025-09-20
Atlas-Sustaining,T-AT-07,Vac Pump,VendorF,50,67,0.0,,2026-04-24,2026-04-27,2026-05-08
Phoenix-ETD,T-PH-10,Pressure Transducer,VendorE,117,145,0.0,,2025-12-14,2025-12-16,2025-12-16
Helios-NewBay,T-HE-09,Chiller,VendorD,51,53,0.0,,2026-04-23,2026-04-18,
Orion-Ramp,T-OR-01,Harness,VendorA,27,33,0.0,,2025-07-28,2025-07-21,2025-08-13
Helios-NewBay,T-HE-06,Harness,VendorB,115,96,0.0,,2026-05-10,2026-04-27,
Phoenix-ETD,T-PH-08,Vac Pump,VendorF,146,150,0.0,,2026-03-08,2026-03-27,2026-04-14
Nova-Upgrade,T-NO-09,Control Cabinet,VendorA,84,73,0.0,,2025-07-21,2025-06-19,2025-06-12
Atlas-Sustaining,T-AT-07,Harness,VendorF,33,16,2941.43,Late ECO,2026-04-22,2026-05-06,
Helios-NewBay,T-HE-04,Gas Box,VendorE,160,201,9401.38,Rework,2026-01-15,2026-01-02,2025-12-29
Phoenix-ETD,T-PH-10,Pressure Transducer,VendorF,151,99,0.0,,2025-09-09,2025-09-17,
Phoenix-ETD,T-PH-04,Sensors Kit,VendorF,35,21,0.0,,2025-09-06,2025-08-21,
Helios-NewBay,T-HE-08,Chiller,VendorA,125,170,0.0,,2026-05-31,2026-06-02,2026-06-29
Helios-NewBay,T-HE-07,Gas Box,VendorD,22,38,283.05,Air freight,2025-12-26,2026-01-10,2026-01-21
Phoenix-ETD,T-PH-09,Valve Manifold,VendorC,74,91,0.0,,2025-10-12,2025-10-10,
Atlas-Sustaining,T-AT-01,Control Cabinet,VendorD,160,168,6712.61,Missing parts,2026-03-14,2026-02-27,2026-03-13
Orion-Ramp,T-OR-06,RF Gen,VendorE,108,104,0.0,,2026-06-06,2026-05-16,2026-05-09
Nova-Upgrade,T-NO-04,Valve Manifold,VendorE,118,162,0.0,,2026-05-22,2026-05-15,2026-05-29
Phoenix-ETD,T-PH-10,Sensors Kit,VendorD,46,68,0.0,,2026-03-11,2026-02-27,2026-03-21
Nova-Upgrade,T-NO-04,Gas Box,VendorC,162,177,0.0,,2025-10-30,2025-10-25,2025-11-19
Phoenix-ETD,T-PH-06,Tool Frame,VendorD,156,224,2869.47,Priority build,2025-08-06,2025-08-03,2025-07-29
Atlas-Sustaining,T-AT-07,Valve Manifold,VendorA,149,126,0.0,,2025-07-24,2025-08-03,
Helios-NewBay,T-HE-02,MFC,VendorD,104,85,0.0,,2026-04-15,2026-03-16,
Helios-NewBay,T-HE-08,Harness,VendorA,48,46,12941.32,Air freight,2026-04-04,2026-03-01,2026-03-21
Orion-Ramp,T-OR-06,Tool Frame,VendorE,152,141,1814.11,Supplier expedite,2025-10-21,2025-09-30,
Phoenix-ETD,T-PH-04,Sensors Kit,VendorF,132,119,0.0,,2026-06-05,2026-06-18,2026-06-19
Nova-Upgrade,T-NO-10,Harness,VendorF,130,180,0.0,,2025-09-14,2025-09-18,2025-10-06
Phoenix-ETD,T-PH-04,Pressure Transducer,VendorB,176,202,2491.41,Supplier expedite,2026-05-11,2026-05-19,2026-05-28
Nova-Upgrade,T-NO-09,Chiller,VendorC,36,32,534.95,Missing parts,2026-03-03,2026-01-24,2026-02-22
Nova-Upgrade,T-NO-05,Vac Pump,VendorA,22,53,0.0,,2025-07-08,2025-07-05,2025-08-03
Orion-Ramp,T-OR-02,Control Cabinet,VendorC,101,160,9670.42,Priority build,2025-07-09,2025-07-23,2025-08-05
Helios-NewBay,T-HE-08,Chiller,VendorF,166,156,9360.3,Supplier expedite,2026-01-16,2026-01-10,2026-01-21
Phoenix-ETD,T-PH-04,Vac Pump,VendorD,134,147,0.0,,2025-09-17,2025-09-04,
Phoenix-ETD,T-PH-05,Chiller,VendorF,133,173,0.0,,2025-08-09,2025-07-24,2025-08-03
Atlas-Sustaining,T-AT-03,Chiller,VendorE,76,95,0.0,,2025-08-06,2025-08-08,2025-09-03
Atlas-Sustaining,T-AT-09,MFC,VendorE,161,164,941.17,Air freight,2025-12-03,2025-12-09,2025-12-19
Atlas-Sustaining,T-AT-05,Tool Frame,VendorE,157,169,0.0,,2026-06-02,2026-05-24,2026-05-31
Nova-Upgrade,T-NO-07,Vac Pump,VendorD,168,186,223.32,Rework,2026-04-23,2026-05-02,2026-05-09
Atlas-Sustaining,T-AT-06,Control Cabinet,VendorF,128,133,0.0,,2026-01-11,2025-12-26,
Helios-NewBay,T-HE-08,Chiller,VendorB,52,104,0.0,,2026-05-11,2026-05-12,2026-05-03
Nova-Upgrade,T-NO-02,Gas Box,VendorB,126,173,0.0,,2025-09-02,2025-08-23,
Nova-Upgrade,T-NO-01,Chiller,VendorA,167,157,0.0,,2025-10-30,2025-11-18,2025-11-27
Helios-NewBay,T-HE-10,RF Gen,VendorB,60,101,0.0,,2026-05-26,2026-05-04,
Nova-Upgrade,T-NO-02,Control Cabinet,VendorF,48,70,0.0,,2025-09-20,2025-09-06,2025-10-04
Nova-Upgrade,T-NO-01,Tool Frame,VendorE,119,119,0.0,,2025-10-13,2025-10-04,2025-10-29
Phoenix-ETD,T-PH-08,Valve Manifold,VendorC,73,83,3378.09,Rework,2025-07-14,2025-06-20,2025-07-03
Orion-Ramp,T-OR-02,RF Gen,VendorF,56,50,0.0,,2026-04-02,2026-03-30,2026-04-05
Nova-Upgrade,T-NO-02,Chiller,VendorA,23,42,0.0,,2025-12-28,2026-01-13,2026-02-08
Phoenix-ETD,T-PH-08,RF Gen,VendorC,116,168,0.0,,2026-04-26,2026-04-19,
Orion-Ramp,T-OR-04,Sensors Kit,VendorB,77,139,5163.1,Rework,2025-12-04,2025-12-01,
Helios-NewBay,T-HE-10,RF Gen,VendorB,113,123,2338.2,Priority build,2026-04-13,2026-03-18,
Orion-Ramp,T-OR-07,Pressure Transducer,VendorE,162,155,0.0,,2025-12-03,2025-11-13,2025-11-23
Orion-Ramp,T-OR-08,MFC,VendorD,60,70,237.41,Priority build,2025-11-09,2025-10-28,2025-10-18
Orion-Ramp,T-OR-07,Chiller,VendorF,126,143,8980.8,Supplier expedite,2025-07-07,2025-06-09,2025-06-17
Helios-NewBay,T-HE-09,Gas Box,VendorB,166,134,864.86,Supplier expedite,2026-03-22,2026-03-24,2026-04-18
Nova-Upgrade,T-NO-09,Vac Pump,VendorB,177,181,0.0,,2025-09-01,2025-08-01,2025-08-11
Atlas-Sustaining,T-AT-07,MFC,VendorC,33,59,0.0,,2026-05-26,2026-05-31,2026-06-11
Nova-Upgrade,T-NO-06,Valve Manifold,VendorC,135,126,0.0,,2026-02-09,2026-01-27,2026-02-11
Helios-NewBay,T-HE-01,MFC,VendorD,44,74,10407.36,Capacity constraint,2025-09-15,2025-08-10,2025-09-02
Nova-Upgrade,T-NO-04,Valve Manifold,VendorA,144,110,0.0,,2025-08-04,2025-07-25,
Atlas-Sustaining,T-AT-02,MFC,VendorC,118,136,0.0,,2025-10-14,2025-09-20,2025-10-06
Helios-NewBay,T-HE-04,Pressure Transducer,VendorC,84,131,0.0,,2025-11-12,2025-10-25,2025-10-30
Orion-Ramp,T-OR-04,Sensors Kit,VendorD,105,140,0.0,,2025-08-16,2025-07-22,2025-07-15
Phoenix-ETD,T-PH-09,Harness,VendorB,67,67,0.0,,2026-03-29,2026-03-10,2026-04-03
Atlas-Sustaining,T-AT-05,RF Gen,VendorD,170,204,0.0,,2025-08-28,2025-08-24,2025-09-15
Helios-NewBay,T-HE-04,Vac Pump,VendorE,139,146,0.0,,2026-06-11,2026-06-09,2026-06-20
Phoenix-ETD,T-PH-09,Pressure Transducer,VendorB,38,8,4070.01,Priority build,2026-04-25,2026-05-04,2026-05-14
Atlas-Sustaining,T-AT-04,Sensors Kit,VendorE,128,135,3740.51,Air freight,2025-10-29,2025-09-30,2025-09-25
Atlas-Sustaining,T-AT-04,Valve Manifold,VendorF,118,100,1914.1,Supplier expedite,2026-03-08,2026-02-07,
Phoenix-ETD,T-PH-05,Control Cabinet,VendorC,169,202,6244.95,Supplier expedite,2026-06-24,2026-05-23,2026-06-19
Phoenix-ETD,T-PH-07,RF Gen,VendorC,58,105,6782.89,Missing parts,2026-02-26,2026-03-03,
Nova-Upgrade,T-NO-01,Vac Pump,VendorE,57,71,4384.31,Priority build,2025-09-04,2025-09-13,
Orion-Ramp,T-OR-08,Pressure Transducer,VendorC,121,104,9365.25,Capacity constraint,2026-06-13,2026-06-29,
Atlas-Sustaining,T-AT-05,Gas Box,VendorA,33,86,0.0,,2025-12-18,2025-12-17,2025-12-22
Atlas-Sustaining,T-AT-02,Control Cabinet,VendorF,66,74,0.0,,2025-11-17,2025-11-11,2025-11-26
Helios-NewBay,T-HE-07,Tool Frame,VendorA,21,33,0.0,,2026-03-06,2026-01-27,2026-02-25
Orion-Ramp,T-OR-01,Sensors Kit,VendorE,128,178,0.0,,2025-08-29,2025-08-18,2025-09-12
Helios-NewBay,T-HE-04,Pressure Transducer,VendorA,168,228,0.0,,2026-02-13,2026-02-04,
Helios-NewBay,T-HE-08,Vac Pump,VendorD,128,204,0.0,,2026-02-12,2026-01-18,2026-01-09
Orion-Ramp,T-OR-06,RF Gen,VendorD,66,71,0.0,,2025-10-13,2025-10-14,2025-10-07
Atlas-Sustaining,T-AT-09,Chiller,VendorC,99,101,0.0,,2026-01-21,2026-01-19,2026-01-16
Phoenix-ETD,T-PH-03,Sensors Kit,VendorC,63,64,0.0,,2026-05-26,2026-04-17,2026-04-28
Atlas-Sustaining,T-AT-10,Valve Manifold,VendorA,144,219,0.0,,2025-07-30,2025-08-09,
Atlas-Sustaining,T-AT-02,RF Gen,VendorC,73,108,0.0,,2026-02-09,2026-01-16,
Orion-Ramp,T-OR-10,Control Cabinet,VendorF,99,69,0.0,,2025-11-30,2025-12-13,
Atlas-Sustaining,T-AT-08,Gas Box,VendorB,179,171,0.0,,2026-04-11,2026-04-22,
Atlas-Sustaining,T-AT-02,Pressure Transducer,VendorF,60,36,0.0,,2025-12-15,2025-11-23,2025-12-13
Nova-Upgrade,T-NO-01,Sensors Kit,VendorC,71,74,0.0,,2026-05-31,2026-05-07,2026-05-29
Orion-Ramp,T-OR-08,Control Cabinet,VendorE,136,101,1775.05,Supplier expedite,2025-10-21,2025-09-12,2025-09-03
Atlas-Sustaining,T-AT-10,Control Cabinet,VendorA,119,161,0.0,,2025-08-30,2025-08-26,2025-08-28
